Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;Type;N;Coll;Mean;Error;StdDev;Median;Gen 0;Gen 1;Gen 2;Allocated
CreateCollections;.NET 5.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 5.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;10000;HashSet;"7,738.93 μs";99.315 μs;92.900 μs;"7,736.56 μs";375.0000;203.1250;156.2500;"2,632 KB"
CreateCollections;.NET 6.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;10000;HashSet;"7,802.91 μs";112.395 μs;99.636 μs;"7,783.27 μs";375.0000;210.9375;164.0625;"2,632 KB"
CreateCollections;.NET Core 3.1;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Core 3.1;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;10000;HashSet;"9,013.04 μs";151.451 μs;141.668 μs;"9,004.76 μs";375.0000;203.1250;156.2500;"2,633 KB"
CreateCollections;.NET 5.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 5.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;Array;"944,841.80 μs";"9,559.123 μs";"8,941.609 μs";"941,128.30 μs";29000.0000;11000.0000;3000.0000;"196,060 KB"
CreateCollections;.NET 6.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;Array;"942,568.16 μs";"10,798.075 μs";"9,572.212 μs";"942,595.90 μs";29000.0000;11000.0000;3000.0000;"196,061 KB"
CreateCollections;.NET Core 3.1;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Core 3.1;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;Array;"1,065,483.96 μs";"14,548.401 μs";"13,608.583 μs";"1,062,353.60 μs";29000.0000;11000.0000;3000.0000;"196,061 KB"
CreateCollections;.NET 5.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 5.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;List;"952,858.86 μs";"12,566.888 μs";"11,140.219 μs";"951,675.45 μs";29000.0000;11000.0000;3000.0000;"196,061 KB"
CreateCollections;.NET 6.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;List;"944,387.51 μs";"11,429.170 μs";"10,690.853 μs";"945,153.70 μs";29000.0000;11000.0000;3000.0000;"196,061 KB"
CreateCollections;.NET Core 3.1;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Core 3.1;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;List;"1,065,181.36 μs";"13,220.531 μs";"12,366.492 μs";"1,063,298.50 μs";29000.0000;11000.0000;3000.0000;"196,061 KB"
CreateCollections;.NET 5.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 5.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;HashSet;"1,518,413.10 μs";"13,004.384 μs";"12,164.309 μs";"1,519,921.10 μs";30000.0000;12000.0000;4000.0000;"240,874 KB"
CreateCollections;.NET 6.0;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;HashSet;"1,530,199.48 μs";"27,317.820 μs";"25,553.106 μs";"1,523,923.10 μs";30000.0000;12000.0000;4000.0000;"240,874 KB"
CreateCollections;.NET Core 3.1;False;Default;Default;Default;Default;Default;Default;1111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Core 3.1;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;Record;1000000;HashSet;"1,662,997.21 μs";"11,903.437 μs";"9,939.909 μs";"1,664,015.20 μs";30000.0000;12000.0000;4000.0000;"240,874 KB"
